Products,Months,Total Sales ($)
Caliva - Alien OG - Flower (Gram),Mar-19,"325,299.44"
Concentrate - Strain Blends - Oil Cartridge,Jul-21,"324,786.87"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Feb-21,"324,773.70"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Mar-20,"324,594.38"
Private Label - Vape Pen,Sep-21,"324,021.19"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Oct-20,"324,019.33"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Feb-20,"323,537.31"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Jan-21,"323,273.30"
Pacific Stone - Private Reserve OG - Flower (Gram),Mar-20,"323,236.35"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD",Jun-21,"323,131.20"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Feb-20,"322,533.46"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Sep-20,"322,364.17"
Up North Humboldt - Durban Poison - Flower (Gram),Apr-21,"321,927.77"
"Level - ProTab - Indica, 10 Count, 250mg THC",Jun-19,"321,849.71"
Connected Cannabis Co. - Gelonade - Flower (Gram),Dec-20,"321,152.42"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack",Jan-20,"320,693.99"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Jun-20,"320,399.73"
Up North Humboldt - Durban Poison - Flower (Gram),Dec-18,"319,320.50"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Jan-20,"319,195.63"
"Level - ProTab - Indica, 10 Count, 250mg THC",Mar-21,"319,152.08"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC",Jun-21,"319,115.79"
Pacific Stone - Private Reserve OG - Flower (Gram),Jul-20,"318,234.23"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Jan-20,"317,612.78"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Jun-19,"317,515.58"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Jul-19,"317,304.74"
"Wyld - Gummies - Hybrid - Huckleberry, 10 Count, 100mg THC",Jul-19,"316,101.95"
Connected Cannabis Co. - Gushers - Flower (Gram),Oct-19,"315,943.27"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Jul-21,"315,916.83"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Aug-21,"315,831.52"
Source Cannabis - Quest - Flower (Gram),Apr-19,"315,829.20"
Pacific Stone - Private Reserve OG - Flower (Gram),Dec-20,"315,609.54"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Aug-20,"315,530.96"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack",Jun-20,"315,120.36"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Jan-20,"315,011.36"
"Wyld - Gummies - 2:1 - Indica - 50mg CBN - Elderberry, 10 Count, 100mg THC",Nov-20,"314,401.08"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Feb-20,"314,288.82"
"Kiva Confections - Camino Gummy - Pineapple Habanero, 20 Count, 100mg THC",Jan-19,"314,221.36"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Mar-21,"314,163.84"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Feb-20,"313,777.16"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Oct-20,"313,568.42"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Apr-20,"313,425.64"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Nov-20,"313,327.32"
Connected Cannabis Co. - Biscotti - Flower (Gram),Nov-20,"313,000.64"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",May-20,"312,421.76"
Caliva - Alien OG - Flower (Gram),Feb-19,"311,992.46"
Caliva - Alien OG - Flower (Gram),May-19,"311,958.69"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Jan-21,"311,554.95"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Apr-20,"310,274.79"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",May-20,"310,253.96"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Jul-19,"310,008.57"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Apr-19,"308,564.80"
Fun Uncle - Shotgun OG - Flower (Gram),Jun-19,"308,003.44"
Caliva - Alien OG - Flower (Gram),Aug-21,"307,968.25"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",May-21,"307,051.38"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Oct-18,"306,831.10"
THC Design - Crescendo - Flower (Gram),May-20,"306,142.82"
Source Cannabis - Quest - Flower (Gram),Mar-19,"305,903.05"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Aug-21,"305,297.75"
"Kiva Confections - Camino Gummy - Watermelon Lemonade, 20 Count, 100mg THC",Sep-19,"305,245.86"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",Apr-21,"305,158.83"
"Level - ProTab - Indica, 10 Count, 250mg THC",May-19,"304,182.53"
Connected Cannabis Co. - Gelonade - Flower (Gram),Feb-21,"303,518.27"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Jan-20,"303,205.76"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC",Mar-21,"302,670.56"
THC Design - Crescendo - Flower (Gram),Dec-19,"302,162.56"
Stiiizy - Vape Pen,Feb-20,"302,127.17"
Connected Cannabis Co. - Gelonade - Flower (Gram),Sep-21,"300,485.29"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Jul-19,"300,334.83"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Aug-20,"299,654.64"
Connected Cannabis Co. - Biscotti - Flower (Gram),Oct-20,"299,637.76"
Fun Uncle - Shotgun OG - Flower (Gram),Jul-20,"299,555.99"
"Level - ProTab - Sativa, 10 Count, 250mg THC",May-19,"299,065.23"
Up North Humboldt - Durban Poison - Flower (Gram),Mar-21,"298,770.32"
Connected Cannabis Co. - Gushers - Flower (Gram),Sep-20,"298,444.36"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Aug-19,"298,152.08"
Up North Humboldt - Durban Poison - Flower (Gram),Jun-19,"297,883.14"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",Sep-20,"297,839.53"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",May-20,"297,492.85"
Pacific Stone - Wedding Cake - Flower (Gram),Dec-19,"297,168.17"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Sep-20,"297,011.64"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Feb-21,"296,854.61"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC",Nov-20,"296,793.38"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC",Oct-20,"296,583.40"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Jun-20,"296,548.10"
Caliva - Alien OG - Flower (Gram),Aug-19,"295,928.38"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Jul-20,"295,897.87"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD",Aug-21,"295,808.99"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Jun-20,"295,581.08"
Source Cannabis - Quest - Flower (Gram),Apr-21,"294,873.72"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Aug-21,"293,501.57"
Concentrate - Strain Blends - Live Resin,Jun-20,"293,330.39"
"Level - ProTab - Indica, 10 Count, 250mg THC",Apr-21,"292,820.22"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Sep-20,"292,433.78"
"Wyld - Gummies - Hybrid - Huckleberry, 10 Count, 100mg THC",Jun-19,"292,174.77"
Connected Cannabis Co. - Biscotti - Flower (Gram),Sep-19,"291,590.79"
Concentrate - Strain Blends - Live Resin,Mar-20,"290,916.26"
"Level - ProTab - Indica, 10 Count, 250mg THC",Feb-21,"290,432.48"
Caliva - Alien OG - Flower (Gram),Nov-18,"290,344.94"
Connected Cannabis Co. - Gushers - Flower (Gram),Sep-19,"290,212.84"
"Level - ProTab - Indica, 10 Count, 250mg THC",Jul-19,"289,985.62"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",Mar-21,"289,784.81"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Jul-21,"289,455.46"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Jun-21,"289,328.02"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Nov-18,"288,870.74"
"Level - ProTab - Indica, 10 Count, 250mg THC",May-21,"288,738.11"
Fun Uncle - Shotgun OG - Flower (Gram),Jul-19,"288,555.44"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Jul-19,"288,458.39"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Jan-21,"288,133.69"
Source Cannabis - Quest - Flower (Gram),Feb-21,"287,810.16"
Concentrate - Strain Blends - Oil Cartridge,Sep-21,"286,879.54"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Sep-21,"286,861.34"
Concentrate - Strain Blends - Distillate Cartridge,Mar-20,"286,374.06"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Jun-21,"286,003.76"
Caliva - Alien OG - Flower (Gram),Apr-19,"285,380.77"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Apr-21,"284,752.89"
"Level - ProTab - Indica, 10 Count, 250mg THC",Mar-19,"284,667.69"
Stiiizy - Vape Pen,Dec-19,"284,430.08"
"Wyld - Gummies - Indica - Marionberry, 10 Count, 100mg THC",Jun-19,"283,481.89"
Connected Cannabis Co. - Biscotti - Flower (Gram),Jul-19,"283,388.78"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Aug-20,"283,057.43"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Dec-19,"282,702.24"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Jun-21,"282,473.88"
Connected Cannabis Co. - Biscotti - Flower (Gram),Apr-21,"282,272.21"
"Wyld - Gummies - 1:1 - Hybrid - Pomegranate, 10 Count, 100mg THC, 100mg CBD",Jul-19,"282,007.68"
Connected Cannabis Co. - Gushers - Flower (Gram),Mar-19,"281,970.74"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Apr-20,"281,622.03"
Connected Cannabis Co. - Gushers - Flower (Gram),Apr-19,"280,740.98"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Nov-20,"280,429.48"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD",Jul-20,"278,751.67"
Source Cannabis - Quest - Flower (Gram),May-21,"278,568.90"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Sep-20,"277,825.26"
Up North Humboldt - Durban Poison - Flower (Gram),May-21,"277,464.64"
Fun Uncle - Shotgun OG - Flower (Gram),May-20,"277,462.39"
"Level - ProTab - Indica, 10 Count, 250mg THC",Jul-21,"277,346.12"
Source Cannabis - Quest - Flower (Gram),Jan-20,"276,459.54"
"Kiva Confections - Camino Gummy - Wild Berry, 20 Count, 100mg THC",Dec-18,"276,187.38"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Apr-20,"275,401.82"
"Level - ProTab - Sativa, 10 Count, 250mg THC",May-21,"275,350.29"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Feb-21,"275,178.65"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Jun-19,"275,123.49"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Feb-21,"275,000.21"
Source Cannabis - Quest - Flower (Gram),Nov-20,"274,987.17"
Connected Cannabis Co. - Biscotti - Flower (Gram),Sep-21,"274,663.35"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Dec-19,"274,638.70"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Dec-20,"274,537.35"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC",Jul-21,"273,481.15"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",Oct-20,"273,433.86"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Aug-21,"273,425.20"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC",Aug-21,"272,173.14"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack",Dec-19,"271,318.24"
THC Design - Crescendo - Flower (Gram),Nov-19,"271,180.66"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",Jan-21,"271,179.83"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Jan-21,"270,210.82"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC",May-21,"267,671.25"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Jul-20,"266,652.17"
Up North Humboldt - Durban Poison - Flower (Gram),May-19,"265,235.07"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Mar-19,"263,557.43"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Jul-21,"263,514.98"
Connected Cannabis Co. - Gelonade - Flower (Gram),Aug-21,"263,494.85"
Pacific Stone - Private Reserve OG - Flower (Gram),Jun-20,"263,341.81"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Apr-20,"262,856.08"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Oct-19,"262,836.83"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",May-21,"262,742.55"
Up North Humboldt - Durban Poison - Flower (Gram),Jan-21,"262,690.81"
Private Label - Vape Pen,Apr-20,"262,557.03"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Feb-21,"261,754.61"
Fun Uncle - Shotgun OG - Flower (Gram),Apr-20,"260,820.97"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Feb-21,"260,445.21"
Source Cannabis - Quest - Flower (Gram),Apr-20,"259,102.99"
Caliva - Alien OG - Flower (Gram),Mar-20,"258,981.72"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Sep-21,"258,895.36"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Jan-21,"258,076.82"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Oct-18,"257,735.37"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",Dec-20,"257,484.57"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD",Feb-19,"257,219.88"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Sep-19,"256,747.39"
Caliva - Alien OG - Flower (Gram),Apr-20,"256,704.30"
THC Design - Crescendo - Flower (Gram),Feb-20,"256,468.99"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",Nov-20,"256,307.00"
"Level - ProTab - Indica, 10 Count, 250mg THC",Jan-19,"255,912.23"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Mar-20,"255,654.09"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Apr-20,"255,214.30"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Sep-19,"255,191.54"
Source Cannabis - Quest - Flower (Gram),May-19,"254,782.13"
Connected Cannabis Co. - Gushers - Flower (Gram),Jan-19,"254,247.32"
Connected Cannabis Co. - Gushers - Flower (Gram),Aug-21,"253,868.43"
Connected Cannabis Co. - Gushers - Flower (Gram),May-20,"252,651.14"
Concentrate - Strain Blends - Oil Cartridge,Nov-19,"251,938.06"
Fun Uncle - Shotgun OG - Flower (Gram),May-19,"251,597.19"
Concentrate - Strain Blends - Distillate Cartridge,May-20,"249,237.52"
Concentrate - Strain Blends - Oil Cartridge,Jun-19,"249,082.98"
Concentrate - Strain Blends - Oil Cartridge,Oct-19,"248,722.29"
"Level - ProTab - Indica, 10 Count, 250mg THC",Jun-21,"248,627.31"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD",Jan-19,"248,076.87"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Jun-21,"247,000.79"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Mar-21,"246,845.27"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC",Sep-21,"246,632.25"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Nov-18,"246,411.99"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Aug-20,"245,659.78"
Up North Humboldt - Durban Poison - Flower (Gram),Apr-19,"245,069.86"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",May-20,"244,855.17"
Stiiizy - Vape Pen,Jan-20,"243,979.23"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Apr-21,"243,773.21"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Sep-21,"243,308.52"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Nov-18,"243,273.18"
Pacific Stone - Private Reserve OG - Flower (Gram),Feb-21,"243,159.65"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Jul-21,"243,017.99"
Pacific Stone - Private Reserve OG - Flower (Gram),Apr-21,"241,680.73"
Connected Cannabis Co. - Gelonade - Flower (Gram),Jun-21,"240,961.72"
"Wyld - Gummies - Sativa - Raspberry, 10 Count, 100mg THC",May-19,"240,274.67"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Mar-20,"239,953.70"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Oct-20,"239,503.43"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Nov-19,"238,316.87"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Sep-21,"237,847.46"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Jun-20,"237,411.39"
Source Cannabis - Quest - Flower (Gram),Nov-18,"235,974.55"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",May-21,"235,268.64"
Concentrate - Strain Blends - Distillate Cartridge,Feb-19,"234,387.08"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Aug-21,"234,359.99"
"Level - ProTab - Indica, 10 Count, 250mg THC",Feb-19,"234,164.09"
"Level - ProTab - Indica, 10 Count, 250mg THC",Sep-21,"233,997.68"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Oct-18,"233,962.74"
"Level - ProTab - Indica, 10 Count, 250mg THC",Aug-21,"232,601.87"
Pacific Stone - Private Reserve OG - Flower (Gram),Jul-19,"232,130.80"
Up North Humboldt - Durban Poison - Flower (Gram),Oct-18,"232,056.74"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Dec-20,"231,877.83"
Connected Cannabis Co. - Biscotti - Flower (Gram),May-19,"230,781.04"
"Kiva Confections - Camino Gummy - Pineapple Habanero, 20 Count, 100mg THC",Dec-18,"230,731.70"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Mar-20,"230,422.28"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD",Sep-21,"230,409.28"
Concentrate - Strain Blends - Live Resin,Oct-19,"230,391.67"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",May-21,"230,377.90"
"Level - ProTab - Indica, 10 Count, 250mg THC",Nov-18,"230,327.69"
Pacific Stone - Private Reserve OG - Flower (Gram),Apr-20,"229,983.62"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Sep-21,"229,632.02"
Concentrate - Strain Blends - Distillate Cartridge,Feb-20,"229,436.21"
Stiiizy - Vape Pen,Nov-19,"228,066.69"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Mar-21,"227,353.99"
Concentrate - Strain Blends - Live Resin,Jul-19,"227,090.91"
Pacific Stone - Private Reserve OG - Flower (Gram),Aug-21,"226,008.68"
Connected Cannabis Co. - Gushers - Flower (Gram),Oct-20,"225,741.29"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Oct-20,"224,682.86"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",Feb-21,"223,276.03"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Oct-20,"222,821.58"
"Level - ProTab - Indica, 10 Count, 250mg THC",Dec-18,"222,242.04"
Up North Humboldt - Durban Poison - Flower (Gram),Oct-20,"222,155.86"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Nov-20,"222,073.30"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",Jun-21,"221,663.85"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Nov-20,"221,214.95"
Connected Cannabis Co. - Biscotti - Flower (Gram),Aug-21,"220,831.46"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Oct-18,"220,648.96"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Jan-21,"220,235.90"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Aug-21,"219,528.07"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Sep-21,"218,773.83"
Connected Cannabis Co. - Gushers - Flower (Gram),Sep-21,"217,982.88"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Jan-20,"217,552.21"
Fun Uncle - Shotgun OG - Flower (Gram),Apr-19,"216,851.11"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Feb-20,"216,526.07"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Feb-20,"213,687.66"
Connected Cannabis Co. - Gelonade - Flower (Gram),Jun-19,"213,392.44"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Feb-19,"213,376.25"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Apr-20,"213,145.19"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Dec-20,"212,797.63"
Pacific Stone - Private Reserve OG - Flower (Gram),Mar-21,"211,676.89"
Fun Uncle - Shotgun OG - Flower (Gram),Nov-19,"211,548.54"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",Jul-21,"211,454.84"
Connected Cannabis Co. - Gelonade - Flower (Gram),Nov-20,"210,580.25"
Connected Cannabis Co. - Gushers - Flower (Gram),May-21,"209,950.07"
Connected Cannabis Co. - Gushers - Flower (Gram),Aug-20,"209,692.76"
Up North Humboldt - Durban Poison - Flower (Gram),Feb-21,"209,246.55"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Nov-19,"208,554.99"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",Sep-21,"207,272.05"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Dec-19,"207,030.31"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Nov-20,"206,745.80"
THC Design - Crescendo - Flower (Gram),Mar-20,"206,627.97"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Jun-19,"206,487.76"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Dec-18,"206,419.19"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Jan-19,"205,703.34"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Feb-20,"205,680.85"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Jul-21,"205,202.89"
Connected Cannabis Co. - Gushers - Flower (Gram),Jul-21,"204,999.54"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Oct-18,"204,990.56"
Caliva - Alien OG - Flower (Gram),Nov-19,"204,414.78"
Connected Cannabis Co. - Gelonade - Flower (Gram),Apr-19,"204,283.32"
Connected Cannabis Co. - Gelonade - Flower (Gram),Jul-19,"203,943.46"
Concentrate - Strain Blends - Oil Cartridge,May-19,"202,802.96"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Jun-21,"202,083.95"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Oct-20,"201,603.03"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Jan-20,"201,462.47"
